,Unnamed: 0,zpid,rentZestimate,zestimate,livingArea,bathrooms,bedrooms,yearBuilt,address,city,state,zip,latitude,longitude,square_footage,price_y,census_county_name,beds,baths_full,year_built,propertyTaxRate,pricePerSquareFoot,propertyTypeDimension,taxAnnualAmount,dateSold,pageViewCount,hasAttachedProperty,poolFeatures,flooring,hasGarage,parking,hasWaterfrontView,lotSize,appliances,communityFeatures,propertyCondition,sch_rating_avg,sch_cnt,sch_dist_avg,Individuals_taxed,Income_per_return,Cap_gain,Pension,UE_claims,Social_security,SB_income,Student_loan_ded,RE_taxes,PP_taxes,Child_credit,Earned_Inc_credit,NOI,Expenses,cap_rate,total_appliances,total_community_feat,sch_rating_zip_avg,sch_parentrating_zip_avg,sch_public_no,sch_charter_no,sch_private_no
529,1004,105182455,1797.0,325600.0,2258.0,3.0,4.0,1987.0,95 Mona Lane,Summerville,Georgia,30747,34.532786,-85.370486,2258,329900,"Chattooga, GA",4,3.0,1987.0,0.81,140.0,Single Family,2637.36,6/13/22,2.0,False,,"['Hardwood', 'Tile', 'Carpet', 'Vinyl']",True,0.0,,3 Acres,"['Electric Water Heater', 'Dishwasher', 'Oven/Range (Combo)', 'Refrigerator']",['None'],Resale,1.0,2.0,4.3,11720.0,44.89982788,11.3325,20.13706897,1.321428571,13.05853659,56.05263158,0.982758621,2.254545455,0.438461538,1.694478528,2.680681818,21564.0,6950.16,0.0442977872082449,4.0,1.0,4.666666666666667,3.6666666666666665,6.0,0.0,0.0
530,1005,300066994,1901.0,329900.0,3948.0,3.0,5.0,2010.0,322 Little Egypt Road,Summerville,Georgia,30747,34.507701,-85.211191,2148,340000,"Chattooga, GA",5,2.0,2010.0,0.81,80.0,Single Family,2672.19,5/6/22,3.0,False,,['Hardwood'],True,0.0,,8.21 Acres,"['Electric Water Heater', 'Oven/Range (Combo)', 'Refrigerator']",['None'],Resale,4.333333333333333,3.0,8.866666666666665,11720.0,44.89982788,11.3325,20.13706897,1.321428571,13.05853659,56.05263158,0.982758621,2.254545455,0.438461538,1.694478528,2.680681818,22812.0,7234.59,0.0458159117647058,3.0,1.0,4.666666666666667,3.6666666666666665,6.0,0.0,0.0
531,1006,2065716545,2377.3,462648.86,1051.0,1.0,1.0,1988.0,76 Nightingale Road,Menlo,Georgia,30731,34.540963,-85.502994,1051,630000,"Chattooga, GA",1,1.0,1988.0,0.81,547.0,Single Family,3747.455766000001,,1196.0,False,['None'],['Hardwood'],False,0.0,,122 Acres,"['Electric Oven', 'Refrigerator']",['None'],Resale,5.0,2.0,7.7,1910.0,47.92772277,5.111111111,23.95384615,1.6,13.5,23.725,1.133333333,2.62,0.566666667,1.857142857,2.325,28527.6,9452.975766,0.0302771813238095,2.0,1.0,6.0,5.0,2.0,0.0,0.0
532,1007,233340491,3176.0,525000.0,3100.0,3.0,4.0,2005.0,1450 Highway 27,Summerville,Georgia,30747,34.430453,-85.247931,2607,559900,"Chattooga, GA",4,3.0,2003.0,0.81,169.0,Single Family,4252.5,,2.0,False,,['Hardwood'],False,2.0,,0.71 Acres,"['Dishwasher', 'Microwave', 'Range / Oven', 'Refrigerator']",,Resale,4.333333333333333,3.0,7.1000000000000005,11720.0,44.89982788,11.3325,20.13706897,1.321428571,13.05853659,56.05263158,0.982758621,2.254545455,0.438461538,1.694478528,2.680681818,38112.0,11874.9,0.0468603322021789,4.0,,4.666666666666667,3.6666666666666665,6.0,0.0,0.0
533,1008,105182612,2672.0,440200.0,4010.0,4.0,5.0,1880.0,491 Williams Road,Summerville,Georgia,30747,34.520421,-85.37829,4010,449900,"Chattooga, GA",6,4.0,1880.0,0.81,108.0,Single Family,3565.62,8/9/22,49.0,False,['Above Ground'],['Other'],False,0.0,,5 Acres,['Other'],['None'],Resale,1.0,2.0,3.7,11720.0,44.89982788,11.3325,20.13706897,1.321428571,13.05853659,56.05263158,0.982758621,2.254545455,0.438461538,1.694478528,2.680681818,32064.0,9978.42,0.0490899755501222,1.0,1.0,4.666666666666667,3.6666666666666665,6.0,0.0,0.0
534,1009,105184869,3577.0,500400.0,3762.0,4.0,3.0,2005.0,149 Golf Course Lane,Trion,Georgia,30753,34.559428,-85.316679,3762,599900,"Chattooga, GA",3,3.0,2005.0,0.81,133.0,Single Family,4053.24,9/21/22,28.0,False,['In Ground'],,True,2.0,,0.75 Acres,"['Convection Oven', 'Dishwasher', 'Double Oven']",,,8.0,3.0,1.3999999999999997,5570.0,42.27977528,7.745454545,18.72888889,0.859259259,11.26571429,30.8,1.090909091,2.083333333,0.3,1.616470588,2.624691358,42924.0,12638.04,0.0504850141690281,3.0,,7.666666666666667,3.6666666666666665,3.0,0.0,0.0
535,1010,51119429,1999.0,426600.0,1644.0,3.0,4.0,1987.0,3313 Goodell Road,Acworth,Georgia,30102,34.091259,-84.6474,1644,375000,"Cherokee, GA",4,2.0,1987.0,0.78,244.0,Single Family,3327.48,5/2/22,9.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,0.51 Acres,"['Dishwasher', 'Gas Oven', 'Gas Range', 'Microwave', 'Refrigerator', 'Self Cleaning Oven']",['None'],Resale,7.0,3.0,3.8,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,23988.0,8125.08,0.04230112,6.0,1.0,5.5,4.0,4.0,0.0,6.0
536,1011,51111601,2094.0,335100.0,1540.0,2.0,3.0,1980.0,2091 Morgan Road,Canton,Georgia,30115,34.168507,-84.479393,1540,325000,"Cherokee, GA",3,2.0,1980.0,0.78,218.0,Single Family,2613.78,4/29/22,8.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",False,0.0,,1.26 Acres,"['Dishwasher', 'Electric Cooktop', 'Electric Oven', 'Range Hood']",['None'],Resale,7.0,3.0,2.4,46840.0,95.29683601,17.46224719,30.26176471,3.334615385,18.45028249,94.81941748,1.094897959,4.476428571,0.561734694,2.614446003,2.211453744,25128.0,7639.380000000001,0.0538111384615384,4.0,1.0,6.9,3.6666666666666665,10.0,0.0,8.0
537,1012,51110096,2795.0,476500.0,3316.0,4.0,4.0,1986.0,1574 Pine Creek Way,Woodstock,Georgia,30188,34.078899,-84.507561,3316,440000,"Cherokee, GA",4,2.0,1986.0,0.78,136.0,Single Family,3716.7,5/13/22,9.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,0.41 Acres,"['Dishwasher', 'Disposal', 'Dryer', 'Electric Cooktop', 'Electric Oven', 'ENERGY STAR Qualified Appliances']","['Clubhouse', 'Homeowners Assoc', 'Playground', 'Pool', 'Street Lights', 'Swim Team', 'Tennis Court(s)']",Resale,7.0,3.0,2.833333333333333,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,33540.0,10424.7,0.0525347727272727,6.0,7.0,7.0,3.8421052631578947,7.0,0.0,23.0
538,1013,54836428,3229.0,595500.0,4100.0,4.0,5.0,2002.0,509 Autumn Walk,Canton,Georgia,30114,34.174591,-84.575974,2895,545000,"Cherokee, GA",5,3.0,2002.0,0.78,137.0,Single Family,4644.9,4/29/22,8.0,False,,['Hardwood'],True,2.0,,0.47 Acres,"['Gas Water Heater', 'Dishwasher', 'Disposal', 'Microwave', 'Oven/Range (Combo)', 'Stainless Steel Appliance(s)']","['Clubhouse', 'Golf', 'Lake', 'Park', 'Fitness Center', 'Pool', 'Sidewalks', 'Street Lights', 'Swim Team', 'Tennis Court(s)', 'Tennis Team']",Resale,6.333333333333333,3.0,3.133333333333333,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,38748.0,12394.5,0.0483550458715596,6.0,11.0,5.7,4.111111111111111,11.0,2.0,9.0
539,1014,60043218,1975.0,333700.0,1118.0,2.0,2.0,2001.0,502 W Oaks Drive,Woodstock,Georgia,30188,34.077305,-84.493652,1118,315000,"Cherokee, GA",2,2.0,2001.0,0.78,282.0,Single Family,2602.86,5/4/22,6.0,False,['None'],"['Carpet', 'Ceramic Tile']",True,2.0,,"3,920 sqft","['Dishwasher', 'Disposal', 'Gas Range']",['None'],Resale,7.0,3.0,2.466666666666667,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,23700.0,7342.860000000001,0.0519274285714285,3.0,1.0,7.0,3.8421052631578947,7.0,0.0,23.0
540,1015,71120501,1995.0,418400.0,1880.0,3.0,3.0,2006.0,725 Mountain Laurel Drive,Canton,Georgia,30114,34.186993,-84.515434,1880,359000,"Cherokee, GA",3,2.0,2006.0,0.78,210.0,Single Family,3263.52,5/6/22,6.0,False,['None'],"['Carpet', 'Other']",True,2.0,,"3,484 sqft","['Dishwasher', 'Gas Range', 'Microwave', 'Refrigerator']","['Homeowners Assoc', 'Playground', 'Pool']",Resale,6.333333333333333,3.0,1.8,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,23940.0,8051.52,0.0442576044568245,4.0,3.0,5.7,4.111111111111111,11.0,2.0,9.0
541,1016,51117932,2570.0,320200.0,2568.0,3.0,4.0,1992.0,615 Bluff Drive,Woodstock,Georgia,30188,34.089046,-84.451752,1736,379990,"Cherokee, GA",4,3.0,1992.0,0.78,162.0,Single Family,2497.56,5/23/22,7.0,False,,"['Tile', 'Laminate']",True,2.0,,0.66 Acres,"['Dryer', 'Washer', 'Convection Oven', 'Dishwasher', 'Disposal', 'Oven/Range (Combo)', 'Refrigerator', 'Stainless Steel Appliance(s)']",['Street Lights'],Resale,7.0,3.0,2.2333333333333334,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,30840.0,8665.56,0.0583553251401352,8.0,1.0,7.0,3.8421052631578947,7.0,0.0,23.0
542,1017,103595371,1913.0,316700.0,1479.0,1.0,3.0,1964.0,5471 Conns Creek Road,Ball Ground,Georgia,30107,34.357754,-84.277221,1479,350000,"Cherokee, GA",3,1.0,1964.0,0.78,203.0,Single Family,2470.26,5/19/22,2.0,False,['None'],['Hardwood'],False,4.0,,2.07 Acres,"['Gas Cooktop', 'Range Hood', 'Refrigerator']",['None'],Resale,6.666666666666667,3.0,7.900000000000001,14990.0,79.49710345,23.55128205,26.56363636,2.61,16.39310345,72.87115385,1.112727273,4.003,0.606,2.430555556,2.219354839,22956.0,7061.46,0.0454129714285714,3.0,1.0,5.0,5.0,1.0,0.0,6.0
543,1018,51123916,2394.0,391800.0,2200.0,2.0,4.0,1973.0,5470 Blackhawk Drive,Acworth,Georgia,30102,34.084667,-84.599182,2200,350000,"Cherokee, GA",4,2.0,1973.0,0.78,168.0,Single Family,3056.04,5/11/22,5.0,False,['None'],"['Hardwood', 'Other']",True,3.0,,0.47 Acres,"['Dishwasher', 'Disposal', 'Electric Range']",['None'],Resale,7.0,3.0,2.9333333333333336,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,28728.0,8801.64,0.0569324571428571,3.0,1.0,5.5,4.0,4.0,0.0,6.0
544,1019,51104936,1975.0,306100.0,1130.0,2.0,2.0,1997.0,217 Parkridge Drive,Woodstock,Georgia,30189,34.104912,-84.537209,1130,366000,"Cherokee, GA",2,2.0,1997.0,0.78,275.0,Single Family,2387.58,4/6/22,1411.0,False,,"['Tile', 'Carpet']",True,1.0,,"7,405 sqft","['Microwave', 'Oven/Range (Combo)']",['None'],Resale,5.666666666666667,3.0,0.8999999999999999,35740.0,79.88630064,12.91498471,27.00309598,3.192307692,17.88740157,55.19270073,1.109659091,3.4436,0.490243902,2.279291045,2.193953488,23700.0,7127.58,0.0452798360655737,2.0,1.0,6.571428571428571,3.125,7.0,0.0,2.0
545,1020,51106256,2314.0,473000.0,2640.0,2.0,2.0,1968.0,149 Gail Avenue,Canton,Georgia,30114,34.195313,-84.512543,2640,449000,"Cherokee, GA",2,2.0,1968.0,0.78,168.0,Single Family,3689.4,4/27/22,4.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,0.82 Acres,"['Dishwasher', 'Disposal', 'Dryer', 'Electric Range', 'Gas Water Heater', 'Microwave', 'Refrigerator', 'Washer']",['None'],Resale,6.333333333333333,3.0,1.7333333333333334,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,27768.0,9243.0,0.0412583518930957,8.0,1.0,5.7,4.111111111111111,11.0,2.0,9.0
546,1021,51087581,2100.0,390400.0,1901.0,3.0,3.0,1998.0,126 Hawkins Farm Lane,Ball Ground,Georgia,30107,34.323006,-84.36026,1901,345000,"Cherokee, GA",3,3.0,1998.0,0.78,197.0,Single Family,3045.12,6/13/22,3.0,False,['None'],"['Carpet', 'Hardwood', 'Vinyl']",True,2.0,,0.89 Acres,"['Dishwasher', 'Gas Oven', 'Microwave']",['None'],Resale,6.666666666666667,3.0,4.3,14990.0,79.49710345,23.55128205,26.56363636,2.61,16.39310345,72.87115385,1.112727273,4.003,0.606,2.430555556,2.219354839,25200.0,8085.12,0.0496083478260869,3.0,1.0,5.0,5.0,1.0,0.0,6.0
547,1022,51122722,2699.0,463500.0,3676.0,3.0,5.0,1995.0,407 Queensbury Place,Acworth,Georgia,30102,34.106529,-84.595428,2212,415000,"Cherokee, GA",5,3.0,1995.0,0.78,120.0,Single Family,3615.3,5/20/22,10.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood', 'Vinyl']",True,3.0,,0.65 Acres,"['Dishwasher', 'Disposal', 'Refrigerator', 'Gas Water Heater', 'Gas Oven', 'Microwave', 'Range Hood', 'Self Cleaning Oven']",['None'],Resale,6.333333333333333,3.0,1.8333333333333333,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,32388.0,10092.9,0.0537231325301204,8.0,1.0,5.5,4.0,4.0,0.0,6.0
548,1023,145650716,2394.0,450100.0,2345.0,3.0,3.0,2018.0,306 High Water Court,Acworth,Georgia,30102,34.123563,-84.602536,2345,417000,"Cherokee, GA",3,2.0,2018.0,0.78,180.0,Single Family,3510.78,4/29/22,11.0,False,,"['Carpet', 'Laminate']",True,0.0,,"8,276 sqft","['Gas Water Heater', 'Dishwasher', 'Microwave', 'Oven/Range (Combo)', 'Refrigerator']",['None'],Resale,7.0,3.0,1.9666666666666668,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,28728.0,9256.38,0.0466945323741007,5.0,1.0,5.5,4.0,4.0,0.0,6.0
549,1024,302017730,3257.0,601700.0,3130.0,4.0,5.0,2018.0,114 Avery Road,Canton,Georgia,30115,34.207245,-84.452691,3130,550000,"Cherokee, GA",5,4.0,2018.0,0.78,182.0,Single Family,4693.26,5/10/22,11.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,"7,710 sqft","['Dishwasher', 'Disposal', 'ENERGY STAR Qualified Appliances', 'Gas Range', 'Gas Water Heater', 'Microwave']","['Homeowners Assoc', 'Near Shopping', 'Pool', 'Sidewalks']",Resale,6.666666666666667,3.0,1.5333333333333332,46840.0,95.29683601,17.46224719,30.26176471,3.334615385,18.45028249,94.81941748,1.094897959,4.476428571,0.561734694,2.614446003,2.211453744,39084.0,12510.06,0.0483162545454545,6.0,4.0,6.9,3.6666666666666665,10.0,0.0,8.0
550,1025,88797617,2094.0,411700.0,1586.0,2.0,3.0,2016.0,509 Wildflower Circle,Canton,Georgia,30114,34.285793,-84.456249,1586,380000,"Cherokee, GA",3,2.0,2016.0,0.78,256.0,Single Family,3211.26,4/28/22,9.0,False,,['Hardwood'],True,0.0,True,"7,405 sqft","['Dishwasher', 'Gas Water Heater', 'Microwave', 'Refrigerator']","['Clubhouse', 'Fitness Center', 'Playground', 'Pool', 'Sidewalks', 'Street Lights']",Resale,4.666666666666667,3.0,3.2000000000000006,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,25128.0,8236.86,0.0444503684210526,4.0,6.0,5.7,4.111111111111111,11.0,2.0,9.0
551,1026,246851823,3226.0,596100.0,2326.0,4.0,4.0,2019.0,303 Southpark Lane,Woodstock,Georgia,30188,34.096543,-84.525486,2326,635000,"Cherokee, GA",4,3.0,2019.0,0.78,247.0,Single Family,4649.58,6/24/22,21.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,"3,267 sqft","['Dishwasher', 'Disposal', 'Dryer', 'Gas Oven', 'Gas Range', 'Gas Water Heater', 'Microwave', 'Refrigerator', 'Washer']","['Homeowners Assoc', 'Near Schools', 'Near Shopping', 'Near Trails/Greenway', 'Park', 'Sidewalks', 'Street Lights']",Resale,6.333333333333333,3.0,0.9333333333333332,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,38712.0,12391.98,0.0414488503937007,9.0,7.0,7.0,3.8421052631578947,7.0,0.0,23.0
552,1027,246850961,3434.0,634200.0,3460.0,4.0,5.0,2018.0,180 Madison Street,Canton,Georgia,30115,34.176729,-84.467233,3460,575000,"Cherokee, GA",5,4.0,2018.0,0.78,173.0,Single Family,4946.76,5/13/22,9.0,False,['None'],['Hardwood'],True,2.0,,"10,018 sqft","['Dishwasher', 'Disposal', 'Double Oven', 'Range Hood', 'Tankless Water Heater']","['Homeowners Assoc', 'Near Schools', 'Pool']",Resale,7.0,3.0,1.8,46840.0,95.29683601,17.46224719,30.26176471,3.334615385,18.45028249,94.81941748,1.094897959,4.476428571,0.561734694,2.614446003,2.211453744,41208.0,13188.36,0.0487298086956521,5.0,3.0,6.9,3.6666666666666665,10.0,0.0,8.0
553,1028,315198894,2650.0,537700.0,2440.0,2.0,3.0,2020.0,209 Odell Street,Acworth,Georgia,30102,34.082207,-84.585734,2440,510000,"Cherokee, GA",3,2.0,2020.0,0.78,209.0,Single Family,4194.06,5/20/22,4.0,False,,"['Tile', 'Carpet']",True,0.0,True,"7,797 sqft","['Dishwasher', 'Disposal', 'Microwave', 'Refrigerator']","['Park', 'Retirement Community', 'Sidewalks', 'Street Lights']",Resale,7.0,3.0,2.9,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,31800.0,10554.06,0.0416587058823529,4.0,4.0,5.5,4.0,4.0,0.0,6.0
554,1029,145650083,3149.0,581600.0,3486.0,4.0,5.0,2016.0,660 Georgia,Woodstock,Georgia,30188,34.119253,-84.452117,3486,525000,"Cherokee, GA",5,4.0,2016.0,0.78,158.0,Single Family,4536.48,5/6/22,5.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,"6,098 sqft","['Dishwasher', 'Disposal', 'Gas Range', 'Microwave']","['Clubhouse', 'Fitness Center', 'Homeowners Assoc', 'Near Schools', 'Near Shopping', 'Near Trails/Greenway', 'Playground', 'Pool', 'Sidewalks', 'Street Lights', 'Tennis Court(s)']",Resale,6.333333333333333,3.0,2.333333333333333,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,37788.0,12094.08,0.0489408,4.0,11.0,7.0,3.8421052631578947,7.0,0.0,23.0
555,1030,51102873,2250.0,404100.0,1978.0,3.0,4.0,1989.0,646 Wedgewood Drive,Woodstock,Georgia,30189,34.141617,-84.55117,1978,410000,"Cherokee, GA",4,3.0,1989.0,0.78,195.0,Single Family,3151.98,5/25/22,12.0,False,['None'],"['Carpet', 'Ceramic Tile']",True,2.0,,"9,670 sqft","['Dishwasher', 'Gas Range', 'Microwave', 'Refrigerator']","['Clubhouse', 'Homeowners Assoc', 'Playground', 'Pool', 'Street Lights', 'Tennis Court(s)']",Resale,7.333333333333333,3.0,1.7333333333333334,35740.0,79.88630064,12.91498471,27.00309598,3.192307692,17.88740157,55.19270073,1.109659091,3.4436,0.490243902,2.279291045,2.193953488,27000.0,8551.98,0.0449951707317073,4.0,6.0,6.571428571428571,3.125,7.0,0.0,2.0
556,1031,80855500,3604.0,665600.0,2557.0,4.0,4.0,2007.0,1299 Ficklen Church Way,Canton,Georgia,30114,34.197369,-84.614883,2557,624500,"Cherokee, GA",4,3.0,2007.0,0.78,246.0,Single Family,5191.68,5/17/22,15.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,8.0,,2.99 Acres,"['Dishwasher', 'Double Oven', 'Electric Cooktop', 'Electric Oven', 'Electric Water Heater', 'Microwave']",['None'],Resale,4.666666666666667,3.0,7.3,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,43248.0,13841.28,0.0470884227381905,6.0,1.0,5.7,4.111111111111111,11.0,2.0,9.0
557,1032,71120228,2094.0,487500.0,1994.0,3.0,3.0,2006.0,300 Taylor Leigh Court,Ball Ground,Georgia,30107,34.345272,-84.363495,1994,455000,"Cherokee, GA",3,2.0,2006.0,0.78,231.0,Single Family,3802.5,5/9/22,1.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,3.0,,0.30 Acres,"['Dishwasher', 'Disposal', 'Gas Range', 'Gas Water Heater', 'Microwave', 'Self Cleaning Oven']","['Homeowners Assoc', 'Near Schools', 'Sidewalks', 'Street Lights']",Resale,6.666666666666667,3.0,5.2,14990.0,79.49710345,23.55128205,26.56363636,2.61,16.39310345,72.87115385,1.112727273,4.003,0.606,2.430555556,2.219354839,25128.0,8828.1,0.035823956043956,6.0,4.0,5.0,5.0,1.0,0.0,6.0
558,1033,51110649,2600.0,409200.0,2600.0,3.0,4.0,1983.0,412 Creekside Lane,Woodstock,Georgia,30188,34.09095,-84.500427,2600,349000,"Cherokee, GA",4,3.0,1983.0,0.78,150.0,Single Family,3191.76,6/8/22,3.0,False,['Above Ground'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,0.52 Acres,"['Dishwasher', 'Electric Cooktop', 'Electric Range', 'Microwave']",['None'],Resale,7.0,3.0,2.0,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,31200.0,9431.76,0.0623731805157593,4.0,1.0,7.0,3.8421052631578947,7.0,0.0,23.0
559,1034,71122320,3635.0,672100.0,4348.0,5.0,5.0,2006.0,141 Griffin Way,Canton,Georgia,30114,34.27224,-84.40139,4348,625000,"Cherokee, GA",5,4.0,2006.0,0.78,147.0,Single Family,5242.38,5/27/22,5.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,0.46 Acres,"['Dishwasher', 'Disposal', 'Double Oven', 'Gas Cooktop', 'Gas Oven', 'Gas Water Heater', 'Microwave', 'Self Cleaning Oven']","['Clubhouse', 'Homeowners Assoc', 'Playground', 'Pool', 'Sidewalks', 'Tennis Court(s)']",Resale,7.666666666666667,3.0,4.333333333333333,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,43620.0,13966.38,0.047445792,8.0,6.0,5.7,4.111111111111111,11.0,2.0,9.0
560,1035,80822132,2389.0,471800.0,2524.0,3.0,3.0,2006.0,102 Chestnut Drive,Canton,Georgia,30114,34.218945,-84.527603,2524,425000,"Cherokee, GA",3,2.0,2006.0,0.78,180.0,Single Family,3680.04,6/17/22,10.0,False,['None'],"['Carpet', 'Ceramic Tile', 'Hardwood']",True,2.0,,"7,840 sqft","['Dishwasher', 'Disposal', 'Gas Oven', 'Gas Range', 'Gas Water Heater', 'Microwave']","['Clubhouse', 'Fitness Center', 'Homeowners Assoc', 'Playground', 'Pool', 'Sidewalks', 'Street Lights', 'Tennis Court(s)']",Resale,4.666666666666667,3.0,2.0666666666666664,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,28668.0,9413.64,0.0453043764705882,6.0,8.0,5.7,4.111111111111111,11.0,2.0,9.0
561,1036,80822497,2395.0,541100.0,2355.0,3.0,4.0,2014.0,204 Sable Ridge Way,Acworth,Georgia,30102,34.098392,-84.612541,2355,450000,"Cherokee, GA",4,2.0,2014.0,0.78,217.0,Single Family,4220.58,5/13/22,10.0,False,['None'],"['Carpet', 'Hardwood']",True,2.0,,"10,018 sqft",['Other'],['None'],Resale,6.333333333333333,3.0,2.2333333333333334,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,28740.0,9968.58,0.0417142666666666,1.0,1.0,5.5,4.0,4.0,0.0,6.0
562,1037,68121773,2400.0,484700.0,2104.0,3.0,3.0,2006.0,449 Highlands Loop,Woodstock,Georgia,30188,34.075558,-84.458138,2104,439900,"Cherokee, GA",3,2.0,2006.0,0.78,216.0,Single Family,3780.66,4/28/22,11.0,False,,"['Hardwood', 'Carpet']",True,0.0,,"6,098 sqft","['Electric Water Heater', 'Dishwasher', 'Disposal', 'Oven/Range (Combo)']","['Gated', 'Lake', 'Playground', 'Pool', 'Sidewalks', 'Street Lights', 'Tennis Court(s)']",Resale,7.0,3.0,2.733333333333333,62060.0,84.96394836,15.88381877,26.73515358,3.472916667,17.60712831,69.32439024,1.146440678,4.1125,0.569918699,2.418041804,2.279674797,28800.0,9540.66,0.04378117754035,4.0,7.0,7.0,3.8421052631578947,7.0,0.0,23.0
563,1038,2064304983,2364.77,437997.0,0.0,3.0,4.0,2020.0,166 Bryon Lane,Acworth,Georgia,30102,34.092348,-84.598254,2020,400000,"Cherokee, GA",4,2.0,2020.0,0.78,,Single Family,3416.3766000000005,4/28/22,5.0,False,,"['Tile', 'Carpet', 'Laminate']",True,0.0,True,"3,354 sqft","['Gas Water Heater', 'Dishwasher', 'Disposal']",['None'],Resale,7.0,3.0,2.7,38770.0,58.97886624,8.030769231,23.44505119,2.825806452,15.08873239,38.9989899,1.12287234,2.872164948,0.646464646,2.11370826,2.41878453,28377.24,9091.8246,0.0482135384999999,3.0,1.0,5.5,4.0,4.0,0.0,6.0
564,1039,315198568,2385.0,525300.0,2404.0,3.0,3.0,2019.0,206 Augusta Walk,Canton,Georgia,30114,34.305987,-84.465708,2404,499900,"Cherokee, GA",3,3.0,2019.0,0.78,208.0,Single Family,4097.34,5/20/22,2.0,False,['None'],"['Carpet', 'Ceramic Tile']",True,2.0,,0.38 Acres,"['Dishwasher', 'Disposal', 'Double Oven']","['Homeowners Assoc', 'Near Schools', 'Near Shopping', 'Near Trails/Greenway', 'Playground', 'Pool', 'Sidewalks', 'Street Lights', 'Swim Team', 'Tennis Court(s)']",Resale,4.666666666666667,3.0,4.133333333333333,52830.0,78.06857472,20.52136364,28.29116466,3.05,18.25083532,60.08888889,1.124090909,3.868421053,0.54491018,2.331139241,2.420461095,28620.0,9821.34,0.0376048409681936,3.0,10.0,5.7,4.111111111111111,11.0,2.0,9.0
